doc_id,author,title,not_before,not_after,LAGT4-1?,GLAUX?,OGA?,EXPRECCE?,lagt4-1_author,glaux_AUTHOR_STANDARD,oga_author,lagt4-1_title,lagt_genre,lagt_provenience,lagt_tlg_epithet,lagt_tlg_epithet,glaux_TITLE_STANDARD,oga_title_labels,oga_title_from_print_edition,lagt4-1_not_before,lagt4-1_not_after,glaux_STARTDATE,glaux_ENDDATE,oga_not_before,oga_not_after,oga_date_source,oga_date_source_link,oga_comment_on_chronology,oga_formatted_work_date,lagt4-1_tokencount,glaux_TOKENS,oga_tokencount,lagt4-1_source,lagt4-1_tlg_epithet,lagt4-1_genre,lagt4-1_provenience,glaux_GENRE_STANDARD,glaux_DIALECT,glaux_GLAUX_TEXT_ID,glaux_TLG,glaux_SOURCE,glaux_SOURCE_FORMAT,glaux_TM_TEXT,exprecce_author,exprecce_title,exprecce_not_after,exprecce_not_before,exprecce_edition,exprecce_edition_link,oga_id,oga_print_edition,glaux_tlg_ids,glaux_tokens_sum
tlg0527.tlg002,Septuaginta,Exodus,-299.0,-200.0,True,True,True,False,Septuaginta,Septuaginta,Septuaginta,Exodus,[],jewish,[],[],Exodus,Exodus,Exodus,-300.0,-101.0,-300.0,-201.0,-299.0,-200.0,"Tov, E. (1988). The Septuagint. In Mikra. Leiden, The Netherlands: Brill",https://brill.com/display/book/edcoll/9789004275102/B9789004275102-s006.xml,"Tov mentions that according to the epistle of Aristeas, the Pentateuch was translated in the 3rd century BC, which is plausible according to him.",—0299-01/—0200-12,27766.0,28129.0,27579.0,glaux1,[],[],jewish,Religious History,Koine,721.0,0527-002,https://el.wikisource.org,TXT,351,,,,,,,567,"Septuaginta. The Old Testament in Greek According to the Septuagint. Volume 1: Genesis-IV Kings. Swete, Henry Barclay, editor. Cambridge: Cambridge University Press, 1901.",['0527-002'],28129.0
tlg0527.tlg003,Septuaginta,Leviticus,-299.0,-200.0,True,True,True,False,Septuaginta,Septuaginta,Septuaginta,Leviticus,[],jewish,[],[],Leviticus,Leviticus,Leviticus,-300.0,-101.0,-300.0,-201.0,-299.0,-200.0,"Tov, E. (1988). The Septuagint. In Mikra. Leiden, The Netherlands: Brill",,"Tov mentions that according to the epistle of Aristeas, the Pentateuch was translated in the 3rd century BC, which is plausible according to him.",—0299-01/—0200-12,21694.0,21787.0,21242.0,glaux1,[],[],jewish,Religious History,Koine,722.0,0527-003,https://el.wikisource.org,TXT,2864,,,,,,,568,"Septuaginta. The Old Testament in Greek According to the Septuagint. Volume 1: Genesis-IV Kings. Swete, Henry Barclay, editor. Cambridge: Cambridge University Press, 1901.",['0527-003'],21787.0
tlg0527.tlg004,Septuaginta,Numeri,-299.0,-200.0,True,True,True,False,Septuaginta,Septuaginta,Septuaginta,Numeri,[],jewish,[],[],Numeri,Numbers,Numeri,-300.0,-101.0,-300.0,-201.0,-299.0,-200.0,"Tov, E. (1988). The Septuagint. In Mikra. Leiden, The Netherlands: Brill",https://brill.com/display/book/edcoll/9789004275102/B9789004275102-s006.xml,"Tov mentions that according to the epistle of Aristeas, the Pentateuch was translated in the 3rd century BC, which is plausible according to him.",—0299-01/—0200-12,28459.0,28488.0,28121.0,glaux1,[],[],jewish,Religious History,Koine,723.0,0527-004,https://el.wikisource.org,TXT,355,,,,,,,569,"Septuaginta. The Old Testament in Greek According to the Septuagint. Volume 1: Genesis-IV Kings. Swete, Henry Barclay, editor. Cambridge: Cambridge University Press, 1901.",['0527-004'],28488.0
tlg0527.tlg005,Septuaginta,Deuteronomium,-299.0,-200.0,True,True,True,False,Septuaginta,Septuaginta,Septuaginta,Deuteronomium,[],jewish,[],[],Deuteronomium,Deuteronomium,Deuteronomium,-300.0,-101.0,-300.0,-201.0,-299.0,-200.0,"Tov, E. (1988). The Septuagint. In Mikra. Leiden, The Netherlands: Brill",https://brill.com/display/book/edcoll/9789004275102/B9789004275102-s006.xml,"Tov mentions that according to the epistle of Aristeas, the Pentateuch was translated in the 3rd century BC, which is plausible according to him.",—0299-01/—0200-12,25819.0,25946.0,25065.0,glaux1,[],[],jewish,Religious History,Koine,724.0,0527-005,https://el.wikisource.org,TXT,2865,,,,,,,570,"Septuaginta. The Old Testament in Greek According to the Septuagint. Volume 1: Genesis-IV Kings. Swete, Henry Barclay, editor. Cambridge: Cambridge University Press, 1901.",['0527-005'],25946.0
tlg0527.tlg006,Septuaginta,Josue,-199.0,-100.0,True,True,True,False,Septuaginta,Septuaginta,Septuaginta,Josue (Cod. Vaticanus + Cod. Alexandrinus),[],jewish,[],[],Josue,Josue Cod. Vaticanus + Cod. Alexandrinus),Josue Cod. Vaticanus + Cod. Alexandrinus),-300.0,-101.0,-200.0,-101.0,-199.0,-100.0,"Tov, E. (1988). The Septuagint. In Mikra. Leiden, The Netherlands: Brill",https://brill.com/display/book/edcoll/9789004275102/B9789004275102-s006.xml,Tov mentions that most books were probably translated around the second century BC onwards.,—0199-01/—0100-12,16595.0,16657.0,16241.0,glaux1,[],[],jewish,Religious History,Koine,769.0,0527-006,https://el.wikisource.org,TXT,540,,,,,,,571,"Septuaginta. The Old Testament in Greek According to the Septuagint. Volume 1: Genesis-IV Kings. Swete, Henry Barclay, editor. Cambridge: Cambridge University Press, 1901.",['0527-006'],16657.0
tlg0527.tlg008,Septuaginta,Judices (Cod. Alexandrinus),-199.0,-100.0,True,False,True,False,Septuaginta,,Septuaginta,Judices (Cod. Alexandrinus),[],jewish,[],[],,Judices (Cod. Alexandrinus),Judices (Cod. Alexandrinus),-300.0,-101.0,,,-199.0,-100.0,"Tov, E. (1988). The Septuagint. In Mikra. Leiden, The Netherlands: Brill",https://brill.com/display/book/edcoll/9789004275102/B9789004275102-s006.xml,Tov mentions that most books were probably translated around the second century BC onwards.,—0199-01/—0100-12,29254.0,,17437.0,glaux1,[],[],jewish,,,,,,,,,,,,,,572,"Septuaginta. The Old Testament in Greek According to the Septuagint. Volume 1: Genesis-IV Kings. Swete, Henry Barclay, editor. Cambridge: Cambridge University Press, 1901.",[nan],0.0
tlg0527.tlg009,Septuaginta,Judices,-300.0,-101.0,True,True,False,False,Septuaginta,Septuaginta,,Judices (Cod. Vaticanus),['Hist.' 'Relig.'],jewish,,,Judices,,,-300.0,-101.0,-200.0,-101.0,,,,,,,17323.0,17560.0,,glaux1,,['Hist.' 'Relig.'],jewish,Religious History,Koine,770.0,0527-009,https://el.wikisource.org,TXT,2863,,,,,,,,,['0527-009'],17560.0
tlg0527.tlg010,Septuaginta,Ruth,-199.0,-100.0,True,True,True,False,Septuaginta,Septuaginta,Septuaginta,Ruth,[],jewish,[],[],Ruth,Ruth,Ruth,-300.0,-101.0,-200.0,-101.0,-199.0,-100.0,"Tov, E. (1988). The Septuagint. In Mikra. Leiden, The Netherlands: Brill",https://brill.com/display/book/edcoll/9789004275102/B9789004275102-s006.xml,Tov mentions that most books were probably translated around the second century BC onwards.,—0199-01/—0100-12,2364.0,2427.0,2247.0,glaux1,[],[],jewish,Religious Narrative,Koine,771.0,0527-010,https://el.wikisource.org,TXT,2866,,,,,,,573,"Septuaginta. The Old Testament in Greek According to the Septuagint. Volume 1: Genesis-IV Kings. Swete, Henry Barclay, editor. Cambridge: Cambridge University Press, 1901.",['0527-010'],2427.0
tlg0527.tlg011,Septuaginta,Regnorum i,-199.0,-100.0,True,True,True,False,Septuaginta,Septuaginta,Septuaginta,Regnorum I (Samuelis I in textu Masoretico),[],jewish,[],[],Regnorum i,Regnorum I (Samuelis I In Textu Masoretico),Regnorum I (Samuelis I In Textu Masoretico),-300.0,-101.0,-200.0,-101.0,-199.0,-100.0,"Tov, E. (1988). The Septuagint. In Mikra. Leiden, The Netherlands: Brill",https://brill.com/display/book/edcoll/9789004275102/B9789004275102-s006.xml,Tov mentions that most books were probably translated around the second century BC onwards.,—0199-01/—0100-12,23705.0,23968.0,22056.0,glaux1,[],[],jewish,Religious History,Koine,772.0,0527-011,https://el.wikisource.org,TXT,2860,,,,,,,574,"Septuaginta. The Old Testament in Greek According to the Septuagint. Volume 1: Genesis-IV Kings. Swete, Henry Barclay, editor. Cambridge: Cambridge University Press, 1901.",['0527-011'],23968.0
tlg0527.tlg012,Septuaginta,Regnorum ii,-199.0,-100.0,True,True,True,False,Septuaginta,Septuaginta,Septuaginta,Regnorum II (Samuelis II In Textu Masoretico),[],jewish,[],[],Regnorum ii,Regnorum II (Samuelis II In Textu Masoretico),Regnorum II (Samuelis II In Textu Masoretico),-300.0,-101.0,-200.0,-101.0,-199.0,-100.0,"Tov, E. (1988). The Septuagint. In Mikra. Leiden, The Netherlands: Brill",https://brill.com/display/book/edcoll/9789004275102/B9789004275102-s006.xml,Tov mentions that most books were probably translated around the second century BC onwards.,—0199-01/—0100-12,20060.0,20238.0,19747.0,glaux1,[],[],jewish,Religious History,Koine,773.0,0527-012,https://el.wikisource.org,TXT,2867,,,,,,,575,"Septuaginta. The Old Testament in Greek According to the Septuagint. Volume 1: Genesis-IV Kings. Swete, Henry Barclay, editor. Cambridge: Cambridge University Press, 1901.",['0527-012'],20238.0
tlg0527.tlg013,Septuaginta,Regnorum iii,-199.0,-100.0,True,True,True,False,Septuaginta,Septuaginta,Septuaginta,Regnorum III (Regum I in textu Masoretico),[],jewish,[],[],Regnorum iii,Regnorum III (Regum I In Textu Masoretico),Regnorum III (Regum I In Textu Masoretico),-300.0,-101.0,-200.0,-101.0,-199.0,-100.0,"Tov, E. (1988). The Septuagint. In Mikra. Leiden, The Netherlands: Brill",https://brill.com/display/book/edcoll/9789004275102/B9789004275102-s006.xml,Tov mentions that most books were probably translated around the second century BC onwards.,—0199-01/—0100-12,24152.0,24387.0,22588.0,glaux1,[],[],jewish,Religious History,Koine,774.0,0527-013,https://el.wikisource.org,TXT,541,,,,,,,576,"Septuaginta. The Old Testament in Greek According to the Septuagint. Volume 1: Genesis-IV Kings. Swete, Henry Barclay, editor. Cambridge: Cambridge University Press, 1901.",['0527-013'],24387.0
tlg0527.tlg014,Septuaginta,Regnorum iv,-199.0,-100.0,True,True,True,False,Septuaginta,Septuaginta,Septuaginta,Regnorum IV (Regum II in textu Masoretico),[],jewish,[],[],Regnorum iv,Regnorum IV (Regum II In Textu Masoretico),Regnorum IV (Regum II In Textu Masoretico),-300.0,-101.0,-200.0,-101.0,-199.0,-100.0,"Tov, E. (1988). The Septuagint. In Mikra. Leiden, The Netherlands: Brill",https://brill.com/display/book/edcoll/9789004275102/B9789004275102-s006.xml,Tov mentions that most books were probably translated around the second century BC onwards.,—0199-01/—0100-12,20829.0,21036.0,20351.0,glaux1,[],[],jewish,Religious History,Koine,775.0,0527-014,https://el.wikisource.org,TXT,542,,,,,,,577,"Septuaginta. The Old Testament in Greek According to the Septuagint. Volume 1: Genesis-IV Kings. Swete, Henry Barclay, editor. Cambridge: Cambridge University Press, 1901.",['0527-014'],21036.0
tlg0527.tlg015,Septuaginta,Paralipomenon i sive Chronicon i,-199.0,-100.0,True,True,True,False,Septuaginta,Septuaginta,Septuaginta,Paralipomenon I sive Chronicon I,[],jewish,[],[],Paralipomenon i sive Chronicon i,Paralipomenon I sive Chronicon I,Paralipomenon I sive Chronicon I,-300.0,-101.0,-200.0,-101.0,-199.0,-100.0,"Tov, E. (1988). The Septuagint. In Mikra. Leiden, The Netherlands: Brill",https://brill.com/display/book/edcoll/9789004275102/B9789004275102-s006.xml,Tov mentions that most books were probably translated around the second century BC onwards.,—0199-01/—0100-12,19172.0,18857.0,18329.0,glaux1,[],[],jewish,Religious History,Koine,776.0,0527-015,https://el.wikisource.org,TXT,543,,,,,,,578,"Septuaginta. The Old Testament in Greek According to the Septuagint. Volume 2: I Chronicles-Tobit. Swete, Henry Barclay, editor. Cambridge: Cambridge University Press, 1896.",['0527-015'],18857.0
tlg0527.tlg016,Septuaginta,Paralipomenon ii sive Chronicon ii,-199.0,-100.0,True,True,True,False,Septuaginta,Septuaginta,Septuaginta,Paralipomenon II sive Chronicon II,[],jewish,[],[],Paralipomenon ii sive Chronicon ii,Paralipomenon II sive Chronicon II,Paralipomenon II sive Chronicon II,-300.0,-101.0,-200.0,-101.0,-199.0,-100.0,"Tov, E. (1988). The Septuagint. In Mikra. Leiden, The Netherlands: Brill",https://brill.com/display/book/edcoll/9789004275102/B9789004275102-s006.xml,Tov mentions that most books were probably translated around the second century BC onwards.,—0199-01/—0100-12,23633.0,23611.0,23328.0,glaux1,[],[],jewish,Religious History,Koine,777.0,0527-016,https://el.wikisource.org,TXT,544,,,,,,,579,"Septuaginta. The Old Testament in Greek According to the Septuagint. Volume 2: I Chronicles-Tobit. Swete, Henry Barclay, editor. Cambridge: Cambridge University Press, 1896.",['0527-016'],23611.0
tlg0527.tlg017,Septuaginta,Esdras i,-199.0,-100.0,True,True,True,False,Septuaginta,Septuaginta,Septuaginta,Esdras A,[],jewish,[],[],Esdras i,Esdras i (liber apocryphus),Esdras A,-300.0,-101.0,-100.0,-1.0,-199.0,-100.0,"Tov, E. (1988). The Septuagint. In Mikra. Leiden, The Netherlands: Brill",https://brill.com/display/book/edcoll/9789004275102/B9789004275102-s006.xml,Tov mentions that most books were probably translated around the second century BC onwards.,—0199-01/—0100-12,10108.0,10055.0,9982.0,glaux1,[],[],jewish,Religious History,Koine,857.0,0527-017,https://el.wikisource.org,TXT,2868,,,,,,,580,"Septuaginta. The Old Testament in Greek According to the Septuagint. Volume 2: I Chronicles-Tobit. Swete, Henry Barclay, editor. Cambridge: Cambridge University Press, 1896.",['0527-017'],10055.0
tlg0527.tlg018,Septuaginta,Esdras ii,-199.0,-100.0,True,True,True,False,Septuaginta,Septuaginta,Septuaginta,Esdras B,[],jewish,[],[],Esdras ii,Esdras ii (Ezra et Nehemias in textu Masoretico),Esdras B,-300.0,-101.0,101.0,200.0,-199.0,-100.0,"Tov, E. (1988). The Septuagint. In Mikra. Leiden, The Netherlands: Brill",https://brill.com/display/book/edcoll/9789004275102/B9789004275102-s006.xml,Tov mentions that most books were probably translated around the second century BC onwards.,—0199-01/—0100-12,15250.0,15171.0,14496.0,glaux1,[],[],jewish,Religious History,Koine,1660.0,0527-018,https://el.wikisource.org,TXT,2869 / 2870,,,,,,,581,"Septuaginta. The Old Testament in Greek According to the Septuagint. Volume 2: I Chronicles-Tobit. Swete, Henry Barclay, editor. Cambridge: Cambridge University Press, 1896.",['0527-018'],15171.0
tlg0527.tlg019,Septuaginta,Esther,-199.0,-100.0,True,True,True,False,Septuaginta,Septuaginta,Septuaginta,Esther,[],jewish,[],[],Esther,Esther,Esther,-300.0,-101.0,-200.0,-101.0,-199.0,-100.0,"Tov, E. (1988). The Septuagint. In Mikra. Leiden, The Netherlands: Brill",https://brill.com/display/book/edcoll/9789004275102/B9789004275102-s006.xml,Tov mentions that most books were probably translated around the second century BC onwards.,—0199-01/—0100-12,6507.0,6572.0,6500.0,glaux1,[],[],jewish,Religious Narrative,Koine,778.0,0527-019,https://el.wikisource.org,TXT,394,,,,,,,582,"Septuaginta. The Old Testament in Greek According to the Septuagint. Volume 2: I Chronicles-Tobit. Swete, Henry Barclay, editor. Cambridge: Cambridge University Press, 1896.",['0527-019'],6572.0
tlg0527.tlg020,Septuaginta,Judith,-199.0,-100.0,True,True,True,False,Septuaginta,Septuaginta,Septuaginta,Judith,[],jewish,[],[],Judith,Judith,Judith,-300.0,-101.0,-200.0,-101.0,-199.0,-100.0,"Tov, E. (1988). The Septuagint. In Mikra. Leiden, The Netherlands: Brill",https://brill.com/display/book/edcoll/9789004275102/B9789004275102-s006.xml,Tov mentions that most books were probably translated around the second century BC onwards.,—0199-01/—0100-12,10159.0,10173.0,10126.0,glaux1,[],[],jewish,Religious Narrative,Koine,779.0,0527-020,https://el.wikisource.org,TXT,401,,,,,,,583,"Septuaginta. The Old Testament in Greek According to the Septuagint. Volume 2: I Chronicles-Tobit. Swete, Henry Barclay, editor. Cambridge: Cambridge University Press, 1896.",['0527-020'],10173.0
tlg0527.tlg021,Septuaginta,Tobias,-199.0,-100.0,True,True,True,False,Septuaginta,Septuaginta,Septuaginta,Tobias,[],jewish,[],[],Tobias,Tobias (Cod. Vaticanus + Cod. Alexandrinus),Tobias,-300.0,-101.0,-200.0,-101.0,-199.0,-100.0,"Tov, E. (1988). The Septuagint. In Mikra. Leiden, The Netherlands: Brill",https://brill.com/display/book/edcoll/9789004275102/B9789004275102-s006.xml,Tov mentions that most books were probably translated around the second century BC onwards.,—0199-01/—0100-12,6255.0,6371.0,6253.0,glaux1,[],[],jewish,Religious Narrative,Koine,780.0,0527-021,https://el.wikisource.org,TXT,2871,,,,,,,584,"Septuaginta. The Old Testament in Greek According to the Septuagint. Volume 2: I Chronicles-Tobit. Swete, Henry Barclay, editor. Cambridge: Cambridge University Press, 1896.",['0527-021'],6371.0
tlg0527.tlg022,Septuaginta,Tobias,-300.0,-101.0,True,True,False,False,Septuaginta,Septuaginta,,Tobias (Cod. Sinaiticus),[],jewish,,,Tobias,,,-300.0,-101.0,-200.0,-101.0,,,,,,,8127.0,8157.0,,glaux1,,[],jewish,Religious Narrative,Koine,781.0,0527-022,https://el.wikisource.org,TXT,2871,,,,,,,,,['0527-022'],8157.0
tlg0527.tlg023,Septuaginta,Machabaeorum i,-199.0,-100.0,True,True,True,False,Septuaginta,Septuaginta,Septuaginta,Machabaeorum i,[],jewish,[],[],Machabaeorum i,Machabaeorum i,Machabaeorum i,-300.0,-101.0,-200.0,-101.0,-199.0,-100.0,"Tov, E. (1988). The Septuagint. In Mikra. Leiden, The Netherlands: Brill",https://brill.com/display/book/edcoll/9789004275102/B9789004275102-s006.xml,Tov mentions that most books were probably translated around the second century BC onwards.,—0199-01/—0100-12,20372.0,20371.0,20756.0,glaux1,[],[],jewish,Religious History,Koine,782.0,0527-023,https://el.wikisource.org,TXT,402,,,,,,,585,"Septuaginta. The Old Testament in Greek According to the Septuagint. Volume 3: Hosea-4 Maccabees, Psalms of Solomon, Enoch, The Odes. Swete, Henry Barclay, editor. Cambridge: Cambridge University Press, 1905",['0527-023'],20371.0
tlg0527.tlg024,Septuaginta,Machabaeorum ii,-199.0,-100.0,True,True,True,False,Septuaginta,Septuaginta,Septuaginta,Machabaeorum ii,[],jewish,[],[],Machabaeorum ii,Machabaeorum ii,Machabaeorum ii,-300.0,-101.0,-200.0,-101.0,-199.0,-100.0,"Tov, E. (1988). The Septuagint. In Mikra. Leiden, The Netherlands: Brill",https://brill.com/display/book/edcoll/9789004275102/B9789004275102-s006.xml,Tov mentions that most books were probably translated around the second century BC onwards.,—0199-01/—0100-12,13411.0,13327.0,13430.0,glaux1,[],[],jewish,Religious History,Koine,783.0,0527-024,https://el.wikisource.org,TXT,514,,,,,,,586,"Septuaginta. The Old Testament in Greek According to the Septuagint. Volume 3: Hosea-4 Maccabees, Psalms of Solomon, Enoch, The Odes. Swete, Henry Barclay, editor. Cambridge: Cambridge University Press, 1905",['0527-024'],13327.0
tlg0527.tlg025,Septuaginta,Machabaeorum iii,-199.0,-100.0,True,True,True,False,Septuaginta,Septuaginta,Septuaginta,Machabaeorum iii,[],jewish,[],[],Machabaeorum iii,Machabaeorum iii,Machabaeorum iii,-300.0,-101.0,-100.0,-1.0,-199.0,-100.0,"Tov, E. (1988). The Septuagint. In Mikra. Leiden, The Netherlands: Brill",https://brill.com/display/book/edcoll/9789004275102/B9789004275102-s006.xml,Tov mentions that most books were probably translated around the second century BC onwards.,—0199-01/—0100-12,5734.0,5702.0,5745.0,glaux1,[],[],jewish,Religious Narrative,Koine,858.0,0527-025,https://el.wikisource.org,TXT,3050,,,,,,,587,"Septuaginta. The Old Testament in Greek According to the Septuagint. Volume 3: Hosea-4 Maccabees, Psalms of Solomon, Enoch, The Odes. Swete, Henry Barclay, editor. Cambridge: Cambridge University Press, 1905",['0527-025'],5702.0
tlg0527.tlg026,Septuaginta,Machabaeorum iv,-199.0,-100.0,True,True,True,False,Septuaginta,Septuaginta,Septuaginta,Machabaeorum iv,[],jewish,[],[],Machabaeorum iv,Machabaeorum iv,Machabaeorum iv,-300.0,-101.0,1.0,100.0,-199.0,-100.0,"Tov, E. (1988). The Septuagint. In Mikra. Leiden, The Netherlands: Brill",https://brill.com/display/book/edcoll/9789004275102/B9789004275102-s006.xml,Tov mentions that most books were probably translated around the second century BC onwards.,—0199-01/—0100-12,9138.0,9077.0,9083.0,glaux1,[],[],jewish,Religious Wisdom,Koine,986.0,0527-026,https://el.wikisource.org,TXT,3051,,,,,,,588,"Septuaginta. The Old Testament in Greek According to the Septuagint. Volume 3: Hosea-4 Maccabees, Psalms of Solomon, Enoch, The Odes. Swete, Henry Barclay, editor. Cambridge: Cambridge University Press, 1905",['0527-026'],9077.0
tlg0527.tlg027,Septuaginta,Psalmi,-199.0,-100.0,True,True,True,False,Septuaginta,Septuaginta,Septuaginta,Psalmi,[],jewish,[],[],Psalmi,Psalmi,Psalmi,-300.0,-101.0,-200.0,-101.0,-199.0,-100.0,"Tov, E. (1988). The Septuagint. In Mikra. Leiden, The Netherlands: Brill",https://brill.com/display/book/edcoll/9789004275102/B9789004275102-s006.xml,Tov mentions that most books were probably translated around the second century BC onwards.,—0199-01/—0100-12,41484.0,41362.0,40486.0,glaux1,[],[],jewish,Religious Poetry,Koine,784.0,0527-027,https://el.wikisource.org,TXT,545,,,,,,,589,"Septuaginta. The Old Testament in Greek According to the Septuagint. Volume 2: I Chronicles-Tobit. Swete, Henry Barclay, editor. Cambridge: Cambridge University Press, 1896.",['0527-027'],41362.0
tlg0527.tlg028,Septuaginta,Odae,-199.0,-100.0,True,True,True,False,Septuaginta,Septuaginta,Septuaginta,Odae,[],jewish,[],[],Odae,Odae,Odae,-300.0,-101.0,-200.0,-101.0,-199.0,-100.0,"Tov, E. (1988). The Septuagint. In Mikra. Leiden, The Netherlands: Brill",https://brill.com/display/book/edcoll/9789004275102/B9789004275102-s006.xml,Tov mentions that most books were probably translated around the second century BC onwards.,—0199-01/—0100-12,4950.0,4965.0,4675.0,glaux1,[],[],jewish,Religious Poetry,Koine,785.0,0527-028,https://el.wikisource.org,TXT,3037,,,,,,,590,"Septuaginta. The Old Testament in Greek According to the Septuagint. Volume 3: Hosea-4 Maccabees, Psalms of Solomon, Enoch, The Odes. Swete, Henry Barclay, editor. Cambridge: Cambridge University Press, 1905",['0527-028'],4965.0
tlg0527.tlg029,Septuaginta,Proverbia,-199.0,-100.0,True,True,True,False,Septuaginta,Septuaginta,Septuaginta,Proverbia,[],jewish,[],[],Proverbia,Proverbia,Proverbia,-300.0,-101.0,-200.0,-101.0,-199.0,-100.0,"Tov, E. (1988). The Septuagint. In Mikra. Leiden, The Netherlands: Brill",https://brill.com/display/book/edcoll/9789004275102/B9789004275102-s006.xml,Tov mentions that most books were probably translated around the second century BC onwards.,—0199-01/—0100-12,13483.0,13273.0,13143.0,glaux1,[],[],jewish,Religious Wisdom,Koine,786.0,0527-029,https://el.wikisource.org,TXT,2872,,,,,,,591,"Septuaginta. The Old Testament in Greek According to the Septuagint. Volume 2: I Chronicles-Tobit. Swete, Henry Barclay, editor. Cambridge: Cambridge University Press, 1896.",['0527-029'],13273.0
tlg0527.tlg030,Septuaginta,Ecclesiastes,-300.0,-101.0,True,True,False,False,Septuaginta,Septuaginta,,Ecclesiastes,[],jewish,,,Ecclesiastes,,,-300.0,-101.0,-200.0,-101.0,,,,,,,5264.0,5219.0,,glaux1,,[],jewish,Religious Poetry,Koine,787.0,0527-030,https://el.wikisource.org,TXT,2873,,,,,,,,,['0527-030'],5219.0
tlg0527.tlg031,Septuaginta,Canticum,-199.0,-100.0,True,True,True,False,Septuaginta,Septuaginta,Septuaginta,Canticum,[],jewish,[],[],Canticum,Canticum,Canticum,-300.0,-101.0,-200.0,-101.0,-199.0,-100.0,"Tov, E. (1988). The Septuagint. In Mikra. Leiden, The Netherlands: Brill",https://brill.com/display/book/edcoll/9789004275102/B9789004275102-s006.xml,Tov mentions that most books were probably translated around the second century BC onwards.,—0199-01/—0100-12,2463.0,2436.0,2378.0,glaux1,[],[],jewish,Religious Poetry,Koine,788.0,0527-031,https://el.wikisource.org,TXT,2874,,,,,,,592,"Septuaginta. The Old Testament in Greek According to the Septuagint. Volume 2: I Chronicles-Tobit. Swete, Henry Barclay, editor. Cambridge: Cambridge University Press, 1896.",['0527-031'],2436.0
tlg0527.tlg032,Septuaginta,Job,-99.0,-74.0,True,True,True,False,Septuaginta,Septuaginta,Septuaginta,Job,[],jewish,[],[],Job,Job,Job,-300.0,-101.0,-200.0,-101.0,-99.0,-74.0,"Tov, E. (1988). The Septuagint. In Mikra. Leiden, The Netherlands: Brill",https://brill.com/display/book/edcoll/9789004275102/B9789004275102-s006.xml,"Tov mentions that Job is mentioned by  Pseudo-Aristeas, at the beginning of the 1st century BC.",—0099-01/—0074-12,16056.0,16013.0,15826.0,glaux1,[],[],jewish,Religious Poetry,Koine,789.0,0527-032,https://el.wikisource.org,TXT,2824,,,,,,,593,"Septuaginta. The Old Testament in Greek According to the Septuagint. Volume 2: I Chronicles-Tobit. Swete, Henry Barclay, editor. Cambridge: Cambridge University Press, 1896.",['0527-032'],16013.0
tlg0527.tlg033,Septuaginta,Sapientia Salomonis,-199.0,-100.0,True,True,True,False,Septuaginta,Septuaginta,Septuaginta,Sapientia Salomonis,[],jewish,[],[],Sapientia Salomonis,Sapientia Salomonis,Sapientia Salomonis,-300.0,-101.0,-100.0,-1.0,-199.0,-100.0,"Tov, E. (1988). The Septuagint. In Mikra. Leiden, The Netherlands: Brill",https://brill.com/display/book/edcoll/9789004275102/B9789004275102-s006.xml,Tov mentions that most books were probably translated around the second century BC onwards.,—0199-01/—0100-12,7951.0,7937.0,7790.0,glaux1,[],[],jewish,Religious Wisdom,Koine,859.0,0527-033,https://el.wikisource.org,TXT,3033,,,,,,,594,"Septuaginta. The Old Testament in Greek According to the Septuagint. Volume 2: I Chronicles-Tobit. Swete, Henry Barclay, editor. Cambridge: Cambridge University Press, 1896.",['0527-033'],7937.0
tlg0527.tlg034,Septuaginta,Ecclesiasticus sive Siracides,-199.0,-100.0,True,True,True,False,Septuaginta,Septuaginta,Septuaginta,Ecclesiasticus,[],jewish,[],[],Ecclesiasticus sive Siracides,Ecclesiasticus sive Siracides (Sapientia Jesu filii Sirach),Ecclesiasticus,-300.0,-101.0,-200.0,-101.0,-199.0,-100.0,"Tov, E. (1988). The Septuagint. In Mikra. Leiden, The Netherlands: Brill",https://brill.com/display/book/edcoll/9789004275102/B9789004275102-s006.xml,Tov mentions that most books were probably translated around the second century BC onwards.,—0199-01/—0100-12,22319.0,22085.0,23168.0,glaux1,[],[],jewish,Religious Wisdom,Koine,790.0,0527-034,https://el.wikisource.org,TXT,2862,,,,,,,595,"Septuaginta. Ecclesiasticus: the Greek text of Codex 248. Hart, John Henry Arthur, editor. Cambridge: Cambridge University Press, 1909.",['0527-034'],22085.0
tlg0527.tlg035,Septuaginta,Psalmi Salomonis,-199.0,-100.0,True,True,True,False,Septuaginta,Septuaginta,Septuaginta,Psalmi Salomonis,[],jewish,[],[],Psalmi Salomonis,Psalmi Salomonis,Psalmi Salomonis,-300.0,-101.0,-200.0,-101.0,-199.0,-100.0,"Tov, E. (1988). The Septuagint. In Mikra. Leiden, The Netherlands: Brill",https://brill.com/display/book/edcoll/9789004275102/B9789004275102-s006.xml,Tov mentions that most books were probably translated around the second century BC onwards.,—0199-01/—0100-12,5751.0,5628.0,5560.0,glaux1,[],[],jewish,Religious Poetry,Koine,791.0,0527-035,https://el.wikisource.org,TXT,546,,,,,,,596,"Septuaginta. The Old Testament in Greek According to the Septuagint. Volume 3: Hosea-4 Maccabees, Psalms of Solomon, Enoch, The Odes. Swete, Henry Barclay, editor. Cambridge: Cambridge University Press, 1905",['0527-035'],5628.0
